repo_key,eligible_1_10,eligible_2_10,repo,datasets,tasks_all,date_min,date_max,licence_dataset,provisional_sha,fetch_seconds,measure_seconds,files_total,py_files,nontest_py_files,test_py_files,code_lines_nontest_nonvendor,py_lines_nontest_nonvendor,python_share,vendored_code_lines,generated_code_lines,generated_or_vendored_share,ipynb_files,packaging_files,packaging_paths,licence_files,count_errors,pygount_generated_files,pygount_binary_files,checkout_mb,fork,archived,licence_spdx,description,parent,stargazers_count,topics,measured,R2_python_share,R3_min_files,R5_licence,X_fork,X_notebooks,X_generated_vendored,flag_monorepo_check,passes_R2_R3_R5_X,python_share_b,nontest_py_files_b,passes_variant_b
pydicom/pydicom,42,12,pydicom/pydicom,swebench_live_full;swerebench_filtered,43,2017-07-26 15:12:32+00:00,2025-05-12 03:09:00+00:00,MIT License,6da2a7301dbd0b67eac9476bf2821ac6111e1d7f,4.6,12.3,525.0,169.0,109.0,60.0,39897.0,39778.0,0.997,0.0,24422.0,0.6121,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,11.1,False,False,NOASSERTION,"Read, modify and write DICOM files with python code",,2211.0,"['dicom', 'pydicom', 'python']",True,True,True,True,False,False,True,False,False,0.997,109.0,False
pylint-dev/pylint,117,37,pylint-dev/pylint,swebench_full;swebench_live_full,119,2021-03-02 15:18:14+00:00,2025-05-22 20:11:07+00:00,,ed5963235706741560b095bd7e5a8865e3be1009,3.2,5.4,3884.0,2307.0,1081.0,1226.0,30090.0,30090.0,1.0,0.0,0.0,0.0,0.0,3.0,examples/pyproject.toml;pylint/config/_pylint_config/setup.py;pyproject.toml,LICENSE,0.0,0.0,0.0,5.6,False,False,GPL-2.0,It's not just a linter that annoys you!,,5725.0,"['closember', 'code-quality', 'hacktoberfest', 'linter', 'pep8', 'static-analysis', 'static-code-analysis']",True,True,True,True,False,False,False,False,True,1.0,1081.0,True
pypa/pip,12,4,pypa/pip,swerebench_filtered,12,2017-03-31 01:31:40+00:00,2024-10-27 13:52:49+00:00,MIT License,4f6aeb17ed540e181b9ad1dea8d7b5389effd21b,3.8,3.7,998.0,634.0,159.0,215.0,19098.0,19098.0,1.0,46548.0,0.0,0.7091,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,6.0,0.0,15.1,False,False,MIT,The Python package installer,,10288.0,"['packaging', 'pip', 'python']",True,True,True,True,False,False,True,False,False,1.0,159.0,False
pypa/setuptools_scm,26,8,pypa/setuptools_scm,swerebench_filtered,26,2017-04-08 16:14:53+00:00,2024-05-02 10:24:22+00:00,MIT License,d75201a03ea01bf2d99a2521b87cdea30320f887,2.0,0.9,86.0,50.0,33.0,17.0,2207.0,2207.0,1.0,0.0,0.0,0.0,0.0,4.0,docs/examples/version_scheme_code/pyproject.toml;docs/examples/version_scheme_code/setup.py;nextgen/vcs-versioning/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,0.3,False,False,,the blessed package to manage your versions by scm tags,,953.0,"['metadata', 'packaging', 'python', 'version-control']",True,True,False,True,False,False,False,False,False,1.0,33.0,False
pypsa/pypsa,10,4,PyPSA/PyPSA,swebench_live_full,13,2024-05-16 06:19:03+00:00,2025-08-12 12:51:17+00:00,,03686184a56007b43f2e4f74d3b2caa1370d4e69,4.4,2.0,522.0,137.0,80.0,57.0,12732.0,12732.0,1.0,0.0,0.0,0.0,32.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,13.3,False,False,MIT,PyPSA: Python for Power System Analysis,,2157.0,"['capacity-expansion-planning', 'clean-energy', 'climate-change', 'electrical-engineering', 'electricity', 'energy', 'energy-system', 'energy-system-model', 'energy-system-modelling', 'energy-systems', 'modelling-framework', 'optimal-power-flow', 'optimisation', 'power-flow', 'power-systems', 'power-systems-analysis', 'powerflow', 'python', 'renewable-energy', 'renewables']",True,True,True,True,False,False,False,False,True,1.0,80.0,True
pytest-dev/pytest,116,24,pytest-dev/pytest,swebench_full;swebench_live_full,120,2019-04-13 16:17:45+00:00,2024-06-20 16:50:09+00:00,,bf451d47a1b3be80a7f89b3076e4816c47390037,3.3,2.4,584.0,249.0,89.0,160.0,19537.0,19537.0,1.0,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,5.1,False,False,MIT,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing",,14519.0,"['hacktoberfest', 'python', 'test', 'testing', 'unit-testing']",True,True,True,True,False,False,False,False,True,1.0,89.0,True
python-attrs/attrs,13,2,python-attrs/attrs,swebench_live_full,13,2024-03-05 15:18:49+00:00,2025-08-01 06:13:57+00:00,,af349876f4fb5df2b71a3f4878239b775bc89230,4.0,1.0,131.0,53.0,20.0,33.0,3361.0,2648.0,0.7879,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,1.8,False,False,MIT,Python Classes Without Boilerplate,,5844.0,"['attributes', 'boilerplate', 'classes', 'oop', 'python']",True,False,False,True,False,False,False,False,False,1.0,20.0,False
python-babel/babel,13,1,python-babel/babel,swebench_live_full;swerebench_filtered,14,2023-02-12 01:57:17+00:00,2025-03-04 17:35:04+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",d7a7589a6cee3aa4c68de60f4d69a9cdad50a7ff,2.3,2.1,170.0,75.0,34.0,41.0,7040.0,6903.0,0.9805,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,1.1,False,False,BSD-3-Clause,"The official repository for Babel, the Python Internationalization Library",,1467.0,"['cldr', 'gettext', 'hacktoberfest', 'i18n', 'l10n']",True,True,False,True,False,False,False,False,False,0.9805,34.0,False
python-cmd2/cmd2,27,8,python-cmd2/cmd2,swerebench_filtered,27,2017-04-26 19:54:18+00:00,2022-04-18 16:45:48+00:00,MIT License,96acc5a36233f17edcb0925ddf4ff382a0fa0f77,2.2,2.1,256.0,118.0,82.0,36.0,9334.0,9304.0,0.9968,0.0,0.0,0.0,0.0,4.0,plugins/ext_test/setup.py;plugins/template/setup.py;pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,2.0,False,False,MIT,cmd2 - quickly build feature-rich and user-friendly interactive command line applications in Python,,686.0,"['auto-completion', 'cli', 'command-line', 'developer-tools', 'python', 'scripting', 'shell', 'subcommands', 'tab-completion', 'terminal', 'unicode']",True,True,True,True,False,False,False,False,True,0.9968,82.0,True
python-control/python-control,18,7,python-control/python-control,swebench_live_full;swerebench_filtered,19,2020-06-09 19:07:57+00:00,2025-04-17 03:16:40+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",dc7d71bd1a2d143f10fa8fe91d31292bdf8f5113,3.4,3.1,333.0,155.0,102.0,53.0,17545.0,17514.0,0.9982,0.0,115.0,0.0066,53.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,19.4,False,False,BSD-3-Clause, The Python Control Systems Library is a Python module that implements basic operations for analysis and design of feedback control systems.,,2084.0,[],True,True,True,True,False,False,False,False,True,0.9982,102.0,True
python-telegram-bot/python-telegram-bot,13,6,python-telegram-bot/python-telegram-bot,swebench_live_full,17,2024-02-17 16:11:02+00:00,2025-05-25 18:13:17+00:00,,89556d02e36f3a9647cf480fe117647b5749f4be,3.8,2.8,989.0,479.0,249.0,230.0,34430.0,34426.0,0.9999,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE;LICENSE.dual;LICENSE.lesser,0.0,0.0,0.0,8.0,False,False,GPL-3.0,We have made you a wrapper you can't refuse,,29487.0,"['bot', 'chatbot', 'framework', 'python', 'telegram']",True,True,True,True,False,False,False,False,True,0.9999,249.0,True
python/mypy,267,97,python/mypy,swebench_live_full;swegym,271,2018-09-13 18:26:38+00:00,2025-08-31 12:59:36+00:00,,bf70dab2d09b61048a8b720e33efae18281a3313,3.9,8.9,1714.0,412.0,379.0,33.0,170313.0,100656.0,0.591,9455.0,29.0,0.0528,0.0,11.0,mypyc/lib-rt/setup.py;pyproject.toml;setup.py;test-data/packages/typedpkg-stubs/pyproject.toml;test-data/packages/typedpkg/pyproject.toml;test-data/packages/typedpkg_ns_a/pyproject.toml;test-data/packages/typedpkg_ns_b-stubs/pyproject.toml;test-data/packages/typedpkg_ns_b/pyproject.toml;test-data/packages/typedpkg_ns_nested/pyproject.toml;test-data/pybind11_fixtures/pyproject.toml,LICENSE,0.0,6.0,0.0,17.4,False,False,NOASSERTION,Optional static typing for Python,,20646.0,"['linter', 'python', 'typechecker', 'types', 'typing']",True,False,True,True,False,False,False,True,False,0.9618,333.0,True
pytorch/ignite,63,11,pytorch/ignite,swerebench_filtered,63,2018-02-09 11:11:39+00:00,2023-09-27 15:10:03+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",b92ad52c26e7a07a087afd661d1895aaf0151b34,4.1,1.7,434.0,267.0,154.0,113.0,14481.0,14364.0,0.9919,0.0,0.0,0.0,12.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,10.4,False,False,BSD-3-Clause,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,,4786.0,"['closember', 'deep-learning', 'hacktoberfest', 'machine-learning', 'metrics', 'neural-network', 'python', 'pytorch']",True,True,True,True,False,False,False,False,True,0.9919,154.0,True
pytorch/torchtune,12,5,pytorch/torchtune,swebench_live_full,14,2024-02-02 01:37:11+00:00,2025-04-04 18:41:16+00:00,,84aea68d90ff5f8e65af33fd004e7b84424bc712,3.0,2.7,715.0,428.0,246.0,182.0,28029.0,28021.0,0.9997,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,12.6,False,False,BSD-3-Clause,PyTorch native post-training library,,5812.0,[],True,True,True,True,False,False,False,False,True,0.9997,246.0,True
pyvista/pyvista,23,6,pyvista/pyvista,swerebench_filtered,24,2021-06-11 15:48:12+00:00,2025-04-25 18:16:29+00:00,MIT License,a7269d5477de1687f92b79d55ab10694c13c0410,23.8,5.3,3752.0,428.0,335.0,93.0,51122.0,51107.0,0.9997,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,167.6,False,False,MIT,3D visualization and mesh analysis for science and engineering,,3819.0,"['3d', 'finite-element-analysis', 'finite-elements', 'hacktoberfest', 'mesh', 'mesh-processing', 'meshviewer', 'plotting', 'python', 'scientific-visualization', 'visualization', 'vtk']",True,True,True,True,False,False,False,False,True,0.9997,335.0,True
qutebrowser/qutebrowser,75,37,qutebrowser/qutebrowser,swebench_pro,79,,,,e158a480f52185c77ee07a52bc022f021d9789fe,15.2,2.3,936.0,450.0,252.0,198.0,38571.0,36925.0,0.9573,0.0,0.0,0.0,0.0,2.0,scripts/dev/pylint_checkers/setup.py;setup.py,LICENSE,0.0,0.0,0.0,16.9,False,False,GPL-3.0,"A keyboard-driven, vim-like browser based on Python and Qt.",,11704.0,"['browser', 'pyqt5', 'python', 'qt', 'qtwebengine', 'qutebrowser', 'vim', 'web']",True,True,True,True,False,False,False,False,True,0.9573,252.0,True
rdflib/rdflib,11,2,RDFLib/rdflib,swerebench_filtered,11,2020-04-17 17:18:04+00:00,2023-07-07 18:38:06+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",0ea6ca579442219d67ffb1fc7313f05fd16d8d49,3.4,4.7,8863.0,389.0,182.0,207.0,29501.0,29308.0,0.9935,0.0,0.0,0.0,0.0,3.0,pyproject.toml;test/plugins/parser/setup.py;test/plugins/sparqleval/setup.py,LICENSE,0.0,1.0,0.0,44.7,False,False,BSD-3-Clause,"RDFLib is a Python library for working with RDF, a simple yet powerful language for representing information.",,2516.0,"['graph', 'json-ld', 'linked-data', 'n3', 'namespace', 'nquads', 'ntriples', 'parser', 'pypi', 'python', 'python-library', 'rdf', 'rdf-xml', 'rdflib', 'semantic-web', 'serializer', 'sparql', 'turtle', 'turtle-rdf', 'uri']",True,True,True,True,False,False,False,False,True,0.9946,145.0,True
reanahub/reana-client,13,4,reanahub/reana-client,swerebench_filtered,13,2022-02-16 15:46:47+00:00,2024-01-29 15:03:40+00:00,MIT License,02dc83009a6477c1ae045f4e1a6ea9f9e66640fb,2.2,1.1,64.0,39.0,27.0,12.0,3648.0,3516.0,0.9638,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,0.4,False,False,MIT,REANA command-line client,,12.0,[],True,True,False,True,False,False,False,False,False,0.9638,27.0,False
reata/sqllineage,50,22,reata/sqllineage,swebench_live_full;swerebench_filtered,51,2019-08-11 07:52:41+00:00,2025-03-09 12:47:53+00:00,MIT License,e9e3048afae1705a4c3f80e4ca56dcc0c6df998e,2.3,1.0,260.0,103.0,47.0,56.0,8710.0,3024.0,0.3472,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,2.1,False,False,MIT,SQL Lineage Analysis Tool powered by Python,,1677.0,"['data-discovery', 'data-governance', 'data-lineage', 'lineage', 'metadata', 'sql']",True,False,False,True,False,False,False,False,False,0.3472,47.0,False
reflex-dev/reflex,42,17,reflex-dev/reflex,swebench_live_full,44,2024-01-02 20:14:08+00:00,2025-04-02 20:15:48+00:00,,6afcaf60bde184258b79d3bba8eb35046a87a073,3.0,2.2,497.0,376.0,248.0,128.0,27055.0,25822.0,0.9544,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,5.4,False,False,Apache-2.0,🕸️ Web apps in pure Python 🐍,,28900.0,"['dashboard', 'data-analysis', 'data-science', 'data-visualization', 'developer-tools', 'framework', 'fullstack', 'gui', 'open-source', 'python', 'webapp']",True,True,True,True,False,False,False,False,True,0.9544,248.0,True
reframe-hpc/reframe,14,4,reframe-hpc/reframe,swerebench_filtered,14,2022-06-08 11:06:27+00:00,2025-04-02 22:01:52+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",fcede1ac2d35d060aa4440d5559fb8d35c23ca01,3.8,2.0,394.0,212.0,162.0,50.0,20260.0,18200.0,0.8983,0.0,0.0,0.0,1.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,12.8,False,False,BSD-3-Clause,A powerful Python framework for writing and running portable regression tests and benchmarks for HPC systems.,,284.0,"['benchmarking', 'continuous-integration', 'framework', 'hpc', 'performance-testing', 'python3', 'regression-testing', 'validation-testing']",True,True,True,True,False,False,False,False,True,0.8983,159.0,True
repobee/repobee,15,11,repobee/repobee,swerebench_filtered,15,2019-04-16 21:47:32+00:00,2020-07-22 13:10:59+00:00,MIT License,cbfc528f133d099530a7ad51975843226c4336b8,2.2,0.8,157.0,79.0,50.0,29.0,4045.0,3907.0,0.9659,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,0.9,False,False,MIT,CLI tool for managing Git repositories on GitHub and GitLab in the context of education,,81.0,"['cli', 'education', 'github', 'github-enterprise', 'gitlab', 'repository-management', 'teachers']",True,True,True,True,False,False,False,False,True,0.9659,50.0,True
researchobject/ro-crate-py,13,2,ResearchObject/ro-crate-py,swerebench_filtered,13,2021-02-26 11:59:15+00:00,2024-09-05 12:13:55+00:00,Apache License 2.0,1419ddc3b6a95a24577ac5a5ee3635204021608b,2.3,0.8,92.0,41.0,30.0,11.0,1630.0,1628.0,0.9988,0.0,0.0,0.0,3.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,2.3,False,False,Apache-2.0,Python library for RO-Crate,,88.0,"['biohackcovid20', 'biohackeu20', 'cwl', 'galaxy', 'metadata', 'researchobject', 'ro-crate']",True,True,False,True,False,False,False,False,False,0.9988,29.0,False
run-llama/llama_deploy,13,8,run-llama/llama_deploy,swebench_live_full,13,2024-07-01 13:35:56+00:00,2025-05-14 10:46:28+00:00,,4f540e85fe2eb95927b4bea712c0892af2959254,2.5,2.6,365.0,216.0,130.0,86.0,16380.0,5356.0,0.327,0.0,0.0,0.0,0.0,3.0,docs/pyproject.toml;examples/message-queue-integrations/_app/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,4.4,False,False,MIT,Deploy your agentic worfklows to production,,2069.0,"['agents', 'deployment', 'framework', 'llamaindex', 'llm', 'multi-agents']",True,False,True,True,False,False,False,False,False,0.327,130.0,False
scikit-learn/scikit-learn,220,46,scikit-learn/scikit-learn,swebench_full,229,2014-11-07 23:15:42+00:00,2023-06-21 04:24:21+00:00,,33a1f1690e7a7007633f59b6bee32017f4229864,5.1,5.4,1563.0,922.0,622.0,295.0,106926.0,88675.0,0.8293,809.0,0.0,0.0075,0.0,2.0,pyproject.toml;setup.py,COPYING,0.0,1.0,0.0,21.5,False,False,BSD-3-Clause,scikit-learn: machine learning in Python,,67333.0,"['data-analysis', 'data-science', 'machine-learning', 'python', 'statistics']",True,True,True,True,False,False,False,False,True,0.9473,622.0,True
scipp/plopp,19,8,scipp/plopp,swerebench_filtered,19,2022-10-05 16:34:40+00:00,2025-04-25 06:55:57+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",46c48e4084d63c926cee00f1567c86a2e615b8f1,2.4,1.0,224.0,102.0,67.0,35.0,4780.0,4737.0,0.991,0.0,0.0,0.0,27.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,2.2,False,False,BSD-3-Clause,Visualization library for scipp,,12.0,['python'],True,True,True,True,False,False,False,False,True,0.9985,67.0,True
scrapy/scrapy,24,7,scrapy/scrapy,swerebench_filtered,24,2017-01-24 14:34:24+00:00,2025-02-13 13:41:48+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",00167edca0677fd9657a8c5995d30600dd37fe37,3.0,1.4,537.0,351.0,176.0,175.0,16362.0,16359.0,0.9998,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,4.4,False,False,BSD-3-Clause,"Scrapy, a fast high-level web crawling & scraping framework for Python.",,64438.0,"['crawler', 'crawling', 'framework', 'hacktoberfest', 'python', 'scraping', 'web-scraping', 'web-scraping-python']",True,True,True,True,False,False,False,False,True,0.9998,176.0,True
sdv-dev/sdv,15,5,sdv-dev/SDV,swebench_live_full,15,2025-04-17 21:31:14+00:00,2025-08-27 19:48:19+00:00,,a400b4e963fb140290007835ff7e2872b9d330b9,2.8,1.3,271.0,203.0,80.0,123.0,9399.0,9399.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,4.7,False,False,NOASSERTION,Synthetic data generation for tabular data,,3563.0,"['data-generation', 'deep-learning', 'gan', 'gans', 'generative-adversarial-network', 'generative-ai', 'generative-model', 'generativeai', 'machine-learning', 'multi-table', 'relational-datasets', 'sdv', 'synthetic-data', 'synthetic-data-generation', 'time-series']",True,True,True,True,False,False,False,False,True,1.0,80.0,True
shapely/shapely,11,2,shapely/shapely,swebench_live_full;swerebench_filtered,11,2022-08-08 22:19:17+00:00,2025-03-08 09:02:30+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",70be08ef1eea9cbd49d787ac0fe3d1fc85a1bf86,2.6,1.5,250.0,157.0,75.0,82.0,11310.0,5234.0,0.4628,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE.txt,0.0,0.0,0.0,1.7,False,False,BSD-3-Clause,Manipulation and analysis of geometric objects,,4512.0,[],True,False,True,True,False,False,False,False,False,0.5146,75.0,False
sissbruecker/linkding,33,16,sissbruecker/linkding,swebench_live_full,34,2024-01-28 11:18:42+00:00,2025-08-26 09:53:54+00:00,,5cc8c9c010175e9f438d9c1c31117b7ce735a46a,2.6,1.1,408.0,204.0,131.0,73.0,7056.0,6129.0,0.8686,1149.0,727.0,0.2286,0.0,0.0,,LICENSE.txt,0.0,0.0,0.0,5.0,False,False,MIT,"Self-hosted bookmark manager that is designed be to be minimal, fast, and easy to set up using Docker.",,11215.0,"['bookmark-manager', 'bookmark-service', 'bookmarks', 'self-hosted']",True,True,True,True,False,False,False,False,True,0.8686,131.0,True
spacetelescope/jwst,15,7,spacetelescope/jwst,swerebench_filtered,16,2019-06-10 21:12:40+00:00,2024-09-06 18:24:17+00:00,BSD License,e8ba844c92f5959069859aea0336214360f2d75d,7.0,3.8,1725.0,722.0,386.0,336.0,49079.0,46945.0,0.9565,0.0,0.0,0.0,38.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,106.6,False,False,NOASSERTION,processing pipeline for James Webb Space Telescope imagery and spectroscopy,,659.0,"['astronomy', 'jwst', 'python']",True,True,True,True,False,False,False,False,True,0.9565,386.0,True
spdx/tools-python,15,1,spdx/tools-python,swerebench_filtered,15,2022-11-11 15:06:10+00:00,2024-07-26 10:27:36+00:00,Apache License 2.0,552940abb52cbc9cf358e429d1388e9c1b25d7a6,2.2,1.2,492.0,443.0,284.0,159.0,8826.0,8787.0,0.9956,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,3.8,False,False,Apache-2.0,"A Python library to parse, validate and create SPDX documents.",,256.0,"['licensing', 'parsing', 'python', 'rdf', 'spdx']",True,True,True,True,False,False,False,False,True,0.9956,284.0,True
sphinx-doc/sphinx,223,65,sphinx-doc/sphinx,swebench_full;swebench_live_full;swerebench_filtered,227,2020-03-01 13:26:01+00:00,2025-02-21 21:06:26+00:00,BSD-2-Clause,8ef07089eeb3082f23338f18519d8cc96fd38b43,3.5,4.9,1925.0,717.0,215.0,502.0,62825.0,53184.0,0.8465,0.0,8211.0,0.1307,0.0,1.0,pyproject.toml,LICENSE.rst,0.0,68.0,0.0,21.4,False,False,NOASSERTION,The Sphinx documentation generator,,8023.0,"['docs', 'documentation', 'documentation-tool', 'markdown', 'python', 'restructuredtext', 'sphinx']",True,True,True,True,False,False,False,False,True,0.8465,215.0,True
sphinx-gallery/sphinx-gallery,11,3,sphinx-gallery/sphinx-gallery,swerebench_filtered,11,2019-04-27 19:04:02+00:00,2024-07-30 10:18:21+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",215e039e758546acd9a18e25361ca46f99303140,2.7,1.3,171.0,86.0,40.0,46.0,4485.0,4405.0,0.9822,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,1.5,False,False,BSD-3-Clause,Sphinx extension for automatic generation of an example gallery,,457.0,"['documentation', 'examples', 'gallery', 'gallery-extension', 'python', 'sphinx', 'sphinx-extension']",True,True,False,True,False,False,False,False,False,0.9822,40.0,False
spikeinterface/spikeinterface,10,5,SpikeInterface/spikeinterface,swerebench_filtered,10,2022-11-03 21:56:02+00:00,2025-04-02 09:24:15+00:00,MIT License,b8f7253b018d55c730e3cb096e17ff89339a5050,5.2,3.5,777.0,554.0,336.0,198.0,49885.0,49791.0,0.9981,3200.0,0.0,0.0603,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,19.5,False,False,MIT,A Python-based module for creating flexible and robust spike sorting pipelines.,,847.0,"['electrophysiology', 'neuroscience', 'spike-sorting']",True,True,True,True,False,False,False,False,True,0.9981,336.0,True
sqlfluff/sqlfluff,50,19,sqlfluff/sqlfluff,swerebench_filtered,51,2020-10-02 17:24:38+00:00,2024-10-17 12:05:25+00:00,MIT License,514690958e5afdafde117ac74124f8fd8f2bd89f,3.8,7.0,4583.0,370.0,271.0,99.0,74911.0,48515.0,0.6476,0.0,17.0,0.0002,0.0,7.0,plugins/sqlfluff-plugin-example/pyproject.toml;plugins/sqlfluff-templater-dbt/pyproject.toml;pyproject.toml;test/fixtures/cli/extra_configs/pyproject.toml;test/fixtures/config/inheritance_a/nested/pyproject.toml;test/fixtures/config/toml/pyproject.toml;test/fixtures/linter/sqlfluffignore/pyproject.toml,LICENSE.md,0.0,0.0,0.0,15.7,False,False,MIT,A modular SQL linter and auto-formatter with support for multiple dialects and templated code.,,9882.0,"['hacktoberfest', 'pypi', 'sql', 'sql-linter']",True,False,True,True,False,False,False,True,False,1.0,244.0,True
stanfordnlp/dspy,18,3,stanfordnlp/dspy,swebench_live_full,21,2024-04-05 14:03:07+00:00,2025-08-30 07:39:31+00:00,,da482fdee1560de668f9ada9ecf764cb13c8548b,5.4,1.5,416.0,215.0,130.0,85.0,12880.0,12770.0,0.9915,0.0,0.0,0.0,18.0,2.0,.github/.internal_dspyai/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,19.8,False,False,MIT,DSPy: The framework for programming—not prompting—language models,,38189.0,[],True,True,True,True,False,False,False,False,True,0.9915,130.0,True
statsmodels/statsmodels,13,4,statsmodels/statsmodels,swerebench_filtered,13,2022-06-29 18:29:00+00:00,2025-01-05 21:27:18+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",831e26ca5dfb087658500f08236a30b99b3f4501,8.2,7.8,2186.0,1195.0,745.0,447.0,104792.0,100078.0,0.955,182.0,0.0,0.0017,77.0,2.0,pyproject.toml;setup.py,LICENSE.txt,0.0,73.0,0.0,45.3,False,False,BSD-3-Clause,Statsmodels: statistical modeling and econometrics in Python,,11638.0,"['count-model', 'data-analysis', 'data-science', 'econometrics', 'forecasting', 'generalized-linear-models', 'hypothesis-testing', 'prediction', 'python', 'regression-models', 'robust-estimation', 'statistics', 'timeseries-analysis']",True,True,True,True,False,False,False,False,True,0.9907,745.0,True
streamlink/streamlink,78,17,streamlink/streamlink,swebench_live_full;swerebench_filtered,85,2017-05-05 16:07:06+00:00,2025-05-29 14:13:07+00:00,"BSD 2-Clause ""Simplified"" License",987c4176f5d23efb845a0c0b884eac926e650d47,3.8,1.6,638.0,508.0,268.0,240.0,22802.0,22359.0,0.9806,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,15.0,0.0,3.6,False,False,BSD-2-Clause,Streamlink is a CLI utility which pipes video streams from various services into a video player,,11780.0,"['cli', 'livestream', 'python', 'streaming', 'streaming-services', 'streamlink', 'twitch', 'vlc']",True,True,True,True,False,False,False,False,True,0.994,268.0,True
sunpy/sunpy,12,1,sunpy/sunpy,swerebench_filtered,12,2020-12-11 03:45:50+00:00,2024-12-27 07:22:24+00:00,"BSD 2-Clause ""Simplified"" License",7b7562c232c4031b0bcf3f13034f873eb4457eef,5.1,2.4,844.0,451.0,282.0,164.0,19009.0,17491.0,0.9201,2924.0,0.0,0.1333,0.0,2.0,pyproject.toml;setup.py,LICENSE.rst;licenses/ASTROPY.rst;licenses/GLUE.rst;licenses/README.rst;licenses/SCIKIT-LEARN.rst;licenses/TOWNCRIER.rst,0.0,2.0,0.0,9.2,False,False,BSD-2-Clause,SunPy - Python for Solar Physics,,1036.0,"['astronomy', 'astropy', 'hacktoberfest', 'python', 'solar', 'solar-physics', 'sun', 'sunpy']",True,True,True,True,False,False,False,False,True,0.9199,279.0,True
sympy/sympy,382,82,sympy/sympy,swebench_full;swebench_live_full;swerebench_filtered,400,2016-06-12 14:14:58+00:00,2025-04-06 17:34:27+00:00,BSD,1b067d20fdb512f337a8b838eb0c74498720a472,4.8,11.8,2033.0,1572.0,869.0,698.0,215567.0,215543.0,0.9999,896.0,444.0,0.0062,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,9.0,0.0,31.8,False,False,NOASSERTION,A computer algebra system written in pure Python,,14959.0,"['computer-algebra', 'hacktoberfest', 'math', 'python', 'science']",True,True,True,True,False,False,False,False,True,0.9999,869.0,True
